Distancia;Aptidao;Geracao;Mutou
24869,8540837044;0,03865503055272;99;False
24869,8540837044;0,03865503055272;100;False
24869,8540837044;0,03865503055272;101;False
24869,8540837044;0,03865503055272;102;False
24869,8540837044;0,03865503055272;103;False
24869,8540837044;0,03865503055272;104;False
24869,8540837044;0,03865503055272;105;False
24869,8540837044;0,03865503055272;106;False
24869,8540837044;0,03865503055272;107;False
24869,8540837044;0,03865503055272;108;False
24869,8540837044;0,03865503055272;109;False
24869,8540837044;0,03865503055272;110;False
24869,8540837044;0,03865503055272;111;False
24869,8540837044;0,03865503055272;112;False
24869,8540837044;0,03865503055272;113;False
24869,8540837044;0,03865503055272;114;False
24869,8540837044;0,03865503055272;115;False
24869,8540837044;0,03865503055272;116;False
24869,8540837044;0,03865503055272;117;False
24869,8540837044;0,03865503055272;118;False
24869,8540837044;0,03865503055272;119;False
24869,8540837044;0,03865503055272;120;False
24869,8540837044;0,03865503055272;121;False
24869,8540837044;0,03865503055272;122;False
24869,8540837044;0,03865503055272;123;False
24869,8540837044;0,03865503055272;124;False
24869,8540837044;0,03865503055272;125;False
24869,8540837044;0,03865503055272;126;False
24869,8540837044;0,03865503055272;127;False
24869,8540837044;0,03865503055272;128;False
24869,8540837044;0,03865503055272;129;False
24802,2316571847;0,0387563375635979;130;False
24802,2316571847;0,0387563375635979;131;False
24802,2316571847;0,0387563375635979;132;False
24802,2316571847;0,0387563375635979;133;False
24802,2316571847;0,0387563375635979;134;False
24802,2316571847;0,0387563375635979;135;False
24802,2316571847;0,0387563375635979;136;False
24605,582203451;0,0390539840904389;137;False
24605,582203451;0,0390539840904389;138;False
24605,582203451;0,0390539840904389;139;False
24605,582203451;0,0390539840904389;140;False
24605,582203451;0,0390539840904389;141;False
24605,582203451;0,0390539840904389;142;False
24605,582203451;0,0390539840904389;143;False
24605,582203451;0,0390539840904389;144;False
24605,582203451;0,0390539840904389;145;False
24605,582203451;0,0390539840904389;146;False
24605,582203451;0,0390539840904389;147;False
24605,582203451;0,0390539840904389;148;False
24605,582203451;0,0390539840904389;149;False
24605,582203451;0,0390539840904389;150;False
24597,2867903915;0,0390666404681363;151;False
24597,2867903915;0,0390666404681363;152;False
24597,2867903915;0,0390666404681363;153;False
24292,8217921912;0,0395369092549703;154;False
24292,8217921912;0,0395369092549703;155;False
23374,2680054994;0,0410268730849425;156;False
23374,2680054994;0,0410268730849425;157;False
23374,2680054994;0,0410268730849425;158;False
23374,2680054994;0,0410268730849425;159;False
23374,2680054994;0,0410268730849425;160;False
23374,2680054994;0,0410268730849425;161;False
23374,2680054994;0,0410268730849425;162;False
23374,2680054994;0,0410268730849425;163;False
23374,2680054994;0,0410268730849425;164;False
23374,2680054994;0,0410268730849425;165;False
23374,2680054994;0,0410268730849425;166;False
23374,2680054994;0,0410268730849425;167;False
23374,2680054994;0,0410268730849425;168;False
23374,2680054994;0,0410268730849425;169;False
23374,2680054994;0,0410268730849425;170;False
23374,2680054994;0,0410268730849425;171;False
23374,2680054994;0,0410268730849425;172;False
23374,2680054994;0,0410268730849425;173;False
23374,2680054994;0,0410268730849425;174;False
23374,2680054994;0,0410268730849425;175;False
23374,2680054994;0,0410268730849425;176;False
23374,2680054994;0,0410268730849425;177;False
23374,2680054994;0,0410268730849425;178;False
23374,2680054994;0,0410268730849425;179;False
23374,2680054994;0,0410268730849425;180;False
23374,2680054994;0,0410268730849425;181;False
23374,2680054994;0,0410268730849425;182;False
23374,2680054994;0,0410268730849425;183;False
23326,1419367595;0,0411080393512335;184;False
23326,1419367595;0,0411080393512335;185;False
23326,1419367595;0,0411080393512335;186;False
23326,1419367595;0,0411080393512335;187;False
23189,5188227984;0,041340218766878;188;False
23189,5188227984;0,041340218766878;189;False
23189,5188227984;0,041340218766878;190;False
23189,5188227984;0,041340218766878;191;False
23189,5188227984;0,041340218766878;192;False
23189,5188227984;0,041340218766878;193;False
23189,5188227984;0,041340218766878;194;False
23189,5188227984;0,041340218766878;195;False
23189,5188227984;0,041340218766878;196;False
23189,5188227984;0,041340218766878;197;False
23189,5188227984;0,041340218766878;198;False
23189,5188227984;0,041340218766878;199;False
23189,5188227984;0,041340218766878;200;False
23189,5188227984;0,041340218766878;201;False
23189,5188227984;0,041340218766878;202;False
23189,5188227984;0,041340218766878;203;False
23189,5188227984;0,041340218766878;204;False
23189,5188227984;0,041340218766878;205;False
23125,7603121215;0,0414494709000973;206;False
23125,7603121215;0,0414494709000973;207;False
23125,7603121215;0,0414494709000973;208;False
23125,7603121215;0,0414494709000973;209;False
23125,7603121215;0,0414494709000973;210;False
23125,7603121215;0,0414494709000973;211;False
23125,7603121215;0,0414494709000973;212;False
22780,6273304178;0,0420510353282774;213;False
22780,6273304178;0,0420510353282774;214;False
22780,6273304178;0,0420510353282774;215;False
22780,6273304178;0,0420510353282774;216;False
22780,6273304178;0,0420510353282774;217;False
22780,6273304178;0,0420510353282774;218;False
22780,6273304178;0,0420510353282774;219;False
22780,6273304178;0,0420510353282774;220;False
22780,6273304178;0,0420510353282774;221;False
22780,6273304178;0,0420510353282774;222;False
22780,6273304178;0,0420510353282774;223;False
22780,6273304178;0,0420510353282774;224;False
22780,6273304178;0,0420510353282774;225;False
22780,6273304178;0,0420510353282774;226;False
22780,6273304178;0,0420510353282774;227;False
22769,6507547546;0,0420704540557867;228;False
22769,6507547546;0,0420704540557867;229;False
22769,6507547546;0,0420704540557867;230;False
22769,6507547546;0,0420704540557867;231;False
22769,6507547546;0,0420704540557867;232;False
22769,6507547546;0,0420704540557867;233;False
22769,6507547546;0,0420704540557867;234;False
22769,6507547546;0,0420704540557867;235;False
22769,6507547546;0,0420704540557867;236;False
22758,6220517724;0,0420899830731302;237;False
22758,6220517724;0,0420899830731302;238;False
22758,6220517724;0,0420899830731302;239;False
22758,6220517724;0,0420899830731302;240;False
22660,5265317518;0,0422644863231604;241;False
22660,5265317518;0,0422644863231604;242;False
22660,5265317518;0,0422644863231604;243;False
22660,5265317518;0,0422644863231604;244;False
22660,5265317518;0,0422644863231604;245;False
22660,5265317518;0,0422644863231604;246;False
22660,5265317518;0,0422644863231604;247;False
22660,5265317518;0,0422644863231604;248;False
22660,5265317518;0,0422644863231604;249;False
22660,5265317518;0,0422644863231604;250;False
22660,5265317518;0,0422644863231604;251;False
22660,5265317518;0,0422644863231604;252;False
22660,5265317518;0,0422644863231604;253;False
22424,4923746258;0,0426903594753342;254;False
22424,4923746258;0,0426903594753342;255;False
22424,4923746258;0,0426903594753342;256;False
22424,4923746258;0,0426903594753342;257;False
22424,4923746258;0,0426903594753342;258;False
22424,4923746258;0,0426903594753342;259;False
22424,4923746258;0,0426903594753342;260;False
22424,4923746258;0,0426903594753342;261;False
22424,4923746258;0,0426903594753342;262;False
22424,4923746258;0,0426903594753342;263;False
22424,4923746258;0,0426903594753342;264;False
22424,4923746258;0,0426903594753342;265;False
22424,4923746258;0,0426903594753342;266;False
22424,4923746258;0,0426903594753342;267;False
22424,4923746258;0,0426903594753342;268;False
22424,4923746258;0,0426903594753342;269;False
22355,310163931;0,0428168152330668;270;False
22355,310163931;0,0428168152330668;271;False
22355,310163931;0,0428168152330668;272;False
22355,310163931;0,0428168152330668;273;False
22355,310163931;0,0428168152330668;274;False
22355,310163931;0,0428168152330668;275;False
22355,310163931;0,0428168152330668;276;False
22355,310163931;0,0428168152330668;277;False
22355,310163931;0,0428168152330668;278;False
22332,2482830464;0,0428591358993302;279;False
22332,2482830464;0,0428591358993302;280;False
22332,2482830464;0,0428591358993302;281;False
22332,2482830464;0,0428591358993302;282;False
22332,2482830464;0,0428591358993302;283;False
22332,2482830464;0,0428591358993302;284;False
22332,2482830464;0,0428591358993302;285;False
22332,2482830464;0,0428591358993302;286;False
22332,2482830464;0,0428591358993302;287;False
22332,2482830464;0,0428591358993302;288;False
22332,2482830464;0,0428591358993302;289;False
22096,2141259203;0,0432971392864653;290;False
22096,2141259203;0,0432971392864653;291;False
22014,5880564359;0,043450701683116;292;False
22014,5880564359;0,043450701683116;293;False
22014,5880564359;0,043450701683116;294;False
22014,5880564359;0,043450701683116;295;False
22014,5880564359;0,043450701683116;296;False
22014,5880564359;0,043450701683116;297;False
22014,5880564359;0,043450701683116;298;False
22014,5880564359;0,043450701683116;299;False
22014,5880564359;0,043450701683116;300;False
22014,5880564359;0,043450701683116;301;False
22014,5880564359;0,043450701683116;302;False
22014,5880564359;0,043450701683116;303;False
22014,5880564359;0,043450701683116;304;False
22014,5880564359;0,043450701683116;305;False
22014,5880564359;0,043450701683116;306;False
22014,5880564359;0,043450701683116;307;False
22014,5880564359;0,043450701683116;308;False
22014,5880564359;0,043450701683116;309;False
22014,5880564359;0,043450701683116;310;False
22014,5880564359;0,043450701683116;311;False
22014,5880564359;0,043450701683116;312;False
22014,5880564359;0,043450701683116;313;False
22014,5880564359;0,043450701683116;314;False
22014,5880564359;0,043450701683116;315;False
22014,5880564359;0,043450701683116;316;False
22014,5880564359;0,043450701683116;317;False
22014,5880564359;0,043450701683116;318;False
22014,5880564359;0,043450701683116;319;False
22014,5880564359;0,043450701683116;320;False
22014,5880564359;0,043450701683116;321;False
22014,5880564359;0,043450701683116;322;False
22014,5880564359;0,043450701683116;323;False
22014,5880564359;0,043450701683116;324;False
22014,5880564359;0,043450701683116;325;False
22014,5880564359;0,043450701683116;326;False
22014,5880564359;0,043450701683116;327;False
22014,5880564359;0,043450701683116;328;False
22014,5880564359;0,043450701683116;329;False
22014,5880564359;0,043450701683116;330;False
21959,2985702403;0,0435553375875427;331;False
21959,2985702403;0,0435553375875427;332;False
21959,2985702403;0,0435553375875427;333;False
21959,2985702403;0,0435553375875427;334;False
21959,2985702403;0,0435553375875427;335;False
21959,2985702403;0,0435553375875427;336;False
21959,2985702403;0,0435553375875427;337;False
21959,2985702403;0,0435553375875427;338;False
21959,2985702403;0,0435553375875427;339;False
21959,2985702403;0,0435553375875427;340;False
21959,2985702403;0,0435553375875427;341;False
21959,2985702403;0,0435553375875427;342;False
21959,2985702403;0,0435553375875427;343;False
21959,2985702403;0,0435553375875427;344;False
21959,2985702403;0,0435553375875427;345;False
21959,2985702403;0,0435553375875427;346;False
21959,2985702403;0,0435553375875427;347;False
21530,3691292231;0,0443845369005936;348;False
21530,3691292231;0,0443845369005936;349;False
21530,3691292231;0,0443845369005936;350;False
21530,3691292231;0,0443845369005936;351;False
21530,3691292231;0,0443845369005936;352;False
21530,3691292231;0,0443845369005936;353;False
21530,3691292231;0,0443845369005936;354;False
21530,3691292231;0,0443845369005936;355;False
21530,3691292231;0,0443845369005936;356;False
21530,3691292231;0,0443845369005936;357;False
21530,3691292231;0,0443845369005936;358;False
21530,3691292231;0,0443845369005936;359;False
21530,3691292231;0,0443845369005936;360;False
21530,3691292231;0,0443845369005936;361;False
21530,3691292231;0,0443845369005936;362;False
21530,3691292231;0,0443845369005936;363;False
21530,3691292231;0,0443845369005936;364;False
21530,3691292231;0,0443845369005936;365;False
21530,3691292231;0,0443845369005936;366;False
21530,3691292231;0,0443845369005936;367;False
21530,3691292231;0,0443845369005936;368;False
21530,3691292231;0,0443845369005936;369;False
21530,3691292231;0,0443845369005936;370;False
21530,3691292231;0,0443845369005936;371;False
21524,2013020881;0,0443966907677785;372;True
21524,2013020881;0,0443966907677785;373;True
21524,2013020881;0,0443966907677785;374;True
21524,2013020881;0,0443966907677785;375;True
21524,2013020881;0,0443966907677785;376;True
21404,1271907027;0,0446346332302104;377;False
21404,1271907027;0,0446346332302104;378;False
21404,1271907027;0,0446346332302104;379;False
21404,1271907027;0,0446346332302104;380;False
21404,1271907027;0,0446346332302104;381;False
21404,1271907027;0,0446346332302104;382;False
21404,1271907027;0,0446346332302104;383;False
21404,1271907027;0,0446346332302104;384;False
21404,1271907027;0,0446346332302104;385;False
21404,1271907027;0,0446346332302104;386;False
21404,1271907027;0,0446346332302104;387;False
21404,1271907027;0,0446346332302104;388;False
21404,1271907027;0,0446346332302104;389;False
21404,1271907027;0,0446346332302104;390;False
21046,7099465703;0,0453582417704717;391;False
21046,7099465703;0,0453582417704717;392;False
21046,7099465703;0,0453582417704717;393;False
21046,7099465703;0,0453582417704717;394;False
21046,7099465703;0,0453582417704717;395;False
21046,7099465703;0,0453582417704717;396;False
21046,7099465703;0,0453582417704717;397;False
21046,7099465703;0,0453582417704717;398;False
21046,7099465703;0,0453582417704717;399;False
21046,7099465703;0,0453582417704717;400;False
21046,7099465703;0,0453582417704717;401;False
21046,7099465703;0,0453582417704717;402;False
21046,7099465703;0,0453582417704717;403;False
21046,7099465703;0,0453582417704717;404;False
21046,7099465703;0,0453582417704717;405;False
21046,7099465703;0,0453582417704717;406;False
21046,7099465703;0,0453582417704717;407;False
21046,7099465703;0,0453582417704717;408;False
21046,7099465703;0,0453582417704717;409;False
21046,7099465703;0,0453582417704717;410;False
21046,7099465703;0,0453582417704717;411;False
21046,7099465703;0,0453582417704717;412;False
21046,7099465703;0,0453582417704717;413;False
21046,7099465703;0,0453582417704717;414;False
21046,7099465703;0,0453582417704717;415;False
21046,7099465703;0,0453582417704717;416;False
21046,7099465703;0,0453582417704717;417;False
21046,7099465703;0,0453582417704717;418;False
21046,7099465703;0,0453582417704717;419;False
21046,7099465703;0,0453582417704717;420;False
21046,7099465703;0,0453582417704717;421;False
21046,7099465703;0,0453582417704717;422;False
21046,7099465703;0,0453582417704717;423;False
21046,7099465703;0,0453582417704717;424;False
21046,7099465703;0,0453582417704717;425;False
21046,7099465703;0,0453582417704717;426;False
21046,7099465703;0,0453582417704717;427;False
21046,7099465703;0,0453582417704717;428;False
21046,7099465703;0,0453582417704717;429;False
21046,7099465703;0,0453582417704717;430;False
21046,7099465703;0,0453582417704717;431;False
21046,7099465703;0,0453582417704717;432;False
21046,7099465703;0,0453582417704717;433;False
21046,7099465703;0,0453582417704717;434;False
21046,7099465703;0,0453582417704717;435;False
21046,7099465703;0,0453582417704717;436;False
21046,7099465703;0,0453582417704717;437;False
20837,5997159146;0,0457925785346835;438;False
20837,5997159146;0,0457925785346835;439;False
20837,5997159146;0,0457925785346835;440;False
20837,5997159146;0,0457925785346835;441;False
20837,5997159146;0,0457925785346835;442;False
20837,5997159146;0,0457925785346835;443;False
20837,5997159146;0,0457925785346835;444;False
20837,5997159146;0,0457925785346835;445;False
20837,5997159146;0,0457925785346835;446;False
20837,5997159146;0,0457925785346835;447;False
20837,5997159146;0,0457925785346835;448;False
20837,5997159146;0,0457925785346835;449;False
20837,5997159146;0,0457925785346835;450;False
20837,5997159146;0,0457925785346835;451;False
20837,5997159146;0,0457925785346835;452;False
20837,5997159146;0,0457925785346835;453;False
20837,5997159146;0,0457925785346835;454;False
20837,5997159146;0,0457925785346835;455;False
20837,5997159146;0,0457925785346835;456;False
20837,5997159146;0,0457925785346835;457;False
20837,5997159146;0,0457925785346835;458;False
20837,5997159146;0,0457925785346835;459;False
20837,5997159146;0,0457925785346835;460;False
20837,5997159146;0,0457925785346835;461;False
20837,5997159146;0,0457925785346835;462;False
20837,5997159146;0,0457925785346835;463;False
20837,5997159146;0,0457925785346835;464;False
20837,5997159146;0,0457925785346835;465;False
20837,5997159146;0,0457925785346835;466;False
20837,5997159146;0,0457925785346835;467;False
20837,5997159146;0,0457925785346835;468;False
20837,5997159146;0,0457925785346835;469;False
20837,5997159146;0,0457925785346835;470;False
20837,5997159146;0,0457925785346835;471;False
20837,5997159146;0,0457925785346835;472;False
20837,5997159146;0,0457925785346835;473;False
20837,5997159146;0,0457925785346835;474;False
20837,5997159146;0,0457925785346835;475;False
20837,5997159146;0,0457925785346835;476;False
20837,5997159146;0,0457925785346835;477;False
20837,5997159146;0,0457925785346835;478;False
20837,5997159146;0,0457925785346835;479;False
20837,5997159146;0,0457925785346835;480;False
20837,5997159146;0,0457925785346835;481;False
20832,6478372004;0,0458029647826826;482;True
20832,6478372004;0,0458029647826826;483;True
20832,6478372004;0,0458029647826826;484;True
20832,6478372004;0,0458029647826826;485;True
20832,6478372004;0,0458029647826826;486;True
20832,6478372004;0,0458029647826826;487;True
20832,6478372004;0,0458029647826826;488;True
20832,6478372004;0,0458029647826826;489;True
20832,6478372004;0,0458029647826826;490;True
20832,6478372004;0,0458029647826826;491;True
20740,5970858278;0,0459968967757504;492;False
20740,5970858278;0,0459968967757504;493;False
20740,5970858278;0,0459968967757504;494;False
20740,5970858278;0,0459968967757504;495;False
20740,5970858278;0,0459968967757504;496;False
20740,5970858278;0,0459968967757504;497;False
20740,5970858278;0,0459968967757504;498;False
20740,5970858278;0,0459968967757504;499;False
20740,5970858278;0,0459968967757504;500;False
20740,5970858278;0,0459968967757504;501;False
20740,5970858278;0,0459968967757504;502;False
20740,5970858278;0,0459968967757504;503;False
20740,5970858278;0,0459968967757504;504;False
20740,5970858278;0,0459968967757504;505;False
20740,5970858278;0,0459968967757504;506;False
20740,5970858278;0,0459968967757504;507;False
20740,5970858278;0,0459968967757504;508;False
20740,5970858278;0,0459968967757504;509;False
20740,5970858278;0,0459968967757504;510;False
20740,5970858278;0,0459968967757504;511;False
20740,5970858278;0,0459968967757504;512;False
20740,5970858278;0,0459968967757504;513;False
20740,5970858278;0,0459968967757504;514;False
20740,5970858278;0,0459968967757504;515;False
20740,5970858278;0,0459968967757504;516;False
20740,5970858278;0,0459968967757504;517;False
20740,5970858278;0,0459968967757504;518;False
20740,5970858278;0,0459968967757504;519;False
20740,5970858278;0,0459968967757504;520;False
20740,5970858278;0,0459968967757504;521;False
20740,5970858278;0,0459968967757504;522;False
20740,5970858278;0,0459968967757504;523;False
20740,5970858278;0,0459968967757504;524;False
20740,5970858278;0,0459968967757504;525;False
20740,5970858278;0,0459968967757504;526;False
20740,5970858278;0,0459968967757504;527;False
20740,5970858278;0,0459968967757504;528;False
20740,5970858278;0,0459968967757504;529;False
20740,5970858278;0,0459968967757504;530;False
20740,5970858278;0,0459968967757504;531;False
20740,5970858278;0,0459968967757504;532;False
20740,5970858278;0,0459968967757504;533;False
20740,5970858278;0,0459968967757504;534;False
20740,5970858278;0,0459968967757504;535;False
20740,5970858278;0,0459968967757504;536;False
20740,5970858278;0,0459968967757504;537;False
20740,5970858278;0,0459968967757504;538;False
20663,6362195795;0,0461603024471119;539;False
20663,6362195795;0,0461603024471119;540;False
20663,6362195795;0,0461603024471119;541;False
20663,6362195795;0,0461603024471119;542;False
20663,6362195795;0,0461603024471119;543;False
20663,6362195795;0,0461603024471119;544;False
20663,6362195795;0,0461603024471119;545;False
20663,6362195795;0,0461603024471119;546;False
20663,6362195795;0,0461603024471119;547;False
20663,6362195795;0,0461603024471119;548;False
20663,6362195795;0,0461603024471119;549;False
20663,6362195795;0,0461603024471119;550;False
20663,6362195795;0,0461603024471119;551;False
20663,6362195795;0,0461603024471119;552;False
20663,6362195795;0,0461603024471119;553;False
20663,6362195795;0,0461603024471119;554;False
20663,6362195795;0,0461603024471119;555;False
20663,6362195795;0,0461603024471119;556;False
20663,6362195795;0,0461603024471119;557;False
20663,6362195795;0,0461603024471119;558;False
20663,6362195795;0,0461603024471119;559;False
20663,6362195795;0,0461603024471119;560;False
20663,6362195795;0,0461603024471119;561;False
20663,6362195795;0,0461603024471119;562;False
20663,6362195795;0,0461603024471119;563;False
20659,114007956;0,0461699402677632;564;False
20626,0758630231;0,046240474061678;565;False
20337,8577697993;0,0468650607192329;566;False
20337,8577697993;0,0468650607192329;567;False
20337,8577697993;0,0468650607192329;568;False
20337,8577697993;0,0468650607192329;569;False
20337,8577697993;0,0468650607192329;570;False
20337,8577697993;0,0468650607192329;571;False
20337,8577697993;0,0468650607192329;572;False
20337,8577697993;0,0468650607192329;573;False
20337,8577697993;0,0468650607192329;574;False
20337,8577697993;0,0468650607192329;575;False
20337,8577697993;0,0468650607192329;576;False
20337,8577697993;0,0468650607192329;577;False
20337,8577697993;0,0468650607192329;578;False
20337,8577697993;0,0468650607192329;579;False
20337,8577697993;0,0468650607192329;580;False
20337,8577697993;0,0468650607192329;581;False
20337,8577697993;0,0468650607192329;582;False
20302,3287448476;0,0469432244698539;583;False
20302,3287448476;0,0469432244698539;584;False
20302,3287448476;0,0469432244698539;585;False
20302,3287448476;0,0469432244698539;586;False
20302,3287448476;0,0469432244698539;587;False
20302,3287448476;0,0469432244698539;588;False
20262,4801896349;0,0470312019614478;589;False
20262,4801896349;0,0470312019614478;590;False
20262,4801896349;0,0470312019614478;591;False
20262,4801896349;0,0470312019614478;592;False
20262,4801896349;0,0470312019614478;593;False
20262,4801896349;0,0470312019614478;594;False
20262,4801896349;0,0470312019614478;595;False
20262,4801896349;0,0470312019614478;596;False
20262,4801896349;0,0470312019614478;597;False
20262,4801896349;0,0470312019614478;598;False
20088,9226100666;0,0474182592676716;599;False
20088,9226100666;0,0474182592676716;600;False
20088,9226100666;0,0474182592676716;601;False
20088,9226100666;0,0474182592676716;602;False
20088,9226100666;0,0474182592676716;603;False
20088,9226100666;0,0474182592676716;604;False
20088,9226100666;0,0474182592676716;605;False
20088,9226100666;0,0474182592676716;606;False
20088,9226100666;0,0474182592676716;607;False
20088,9226100666;0,0474182592676716;608;False
20088,9226100666;0,0474182592676716;609;False
20088,9226100666;0,0474182592676716;610;False
20088,9226100666;0,0474182592676716;611;False
20088,9226100666;0,0474182592676716;612;False
20088,9226100666;0,0474182592676716;613;False
20088,9226100666;0,0474182592676716;614;False
20088,9226100666;0,0474182592676716;615;False
20088,9226100666;0,0474182592676716;616;False
20088,9226100666;0,0474182592676716;617;False
20088,9226100666;0,0474182592676716;618;False
20088,9226100666;0,0474182592676716;619;False
20088,9226100666;0,0474182592676716;620;False
20088,9226100666;0,0474182592676716;621;False
20088,9226100666;0,0474182592676716;622;False
20088,9226100666;0,0474182592676716;623;False
20088,9226100666;0,0474182592676716;624;False
20088,9226100666;0,0474182592676716;625;False
20088,9226100666;0,0474182592676716;626;False
20088,9226100666;0,0474182592676716;627;False
20088,9226100666;0,0474182592676716;628;False
20088,9226100666;0,0474182592676716;629;False
20088,9226100666;0,0474182592676716;630;False
20088,9226100666;0,0474182592676716;631;False
20088,9226100666;0,0474182592676716;632;False
20088,9226100666;0,0474182592676716;633;False
20088,9226100666;0,0474182592676716;634;False
20088,9226100666;0,0474182592676716;635;False
20088,9226100666;0,0474182592676716;636;False
20088,9226100666;0,0474182592676716;637;False
20088,9226100666;0,0474182592676716;638;False
20048,1753058135;0,0475100565949676;639;False
20048,1753058135;0,0475100565949676;640;False
20048,1753058135;0,0475100565949676;641;False
20048,1753058135;0,0475100565949676;642;False
20048,1753058135;0,0475100565949676;643;False
20048,1753058135;0,0475100565949676;644;False
20048,1753058135;0,0475100565949676;645;False
19727,8472636513;0,0482442767587167;646;False
19727,8472636513;0,0482442767587167;647;False
19727,8472636513;0,0482442767587167;648;False
19727,8472636513;0,0482442767587167;649;False
19727,8472636513;0,0482442767587167;650;False
19727,8472636513;0,0482442767587167;651;False
19727,8472636513;0,0482442767587167;652;False
19727,8472636513;0,0482442767587167;653;False
19727,8472636513;0,0482442767587167;654;False
19727,8472636513;0,0482442767587167;655;False
19727,8472636513;0,0482442767587167;656;False
19727,8472636513;0,0482442767587167;657;False
19727,8472636513;0,0482442767587167;658;False
19727,8472636513;0,0482442767587167;659;False
19727,8472636513;0,0482442767587167;660;False
19727,8472636513;0,0482442767587167;661;False
19727,8472636513;0,0482442767587167;662;False
19727,8472636513;0,0482442767587167;663;False
19727,8472636513;0,0482442767587167;664;False
19727,8472636513;0,0482442767587167;665;False
19727,8472636513;0,0482442767587167;666;False
19727,8472636513;0,0482442767587167;667;False
19727,8472636513;0,0482442767587167;668;False
19727,8472636513;0,0482442767587167;669;False
19727,8472636513;0,0482442767587167;670;False
